,feelings,emotion,class_label
6162,want feel respected even things understand,joy,5
6163,ive learned even im feeling hopeless theres still hope,sadness,0
6164,woke feeling disturbed,sadness,0
6165,need nine hours true get less even seven hours supposed norm people consider lot feel grumpy unhappy seriously unmotivated,anger,1
6166,feel reader get confused bounces uses references earliest time period like dawn time till,fear,2
6167,feel need tell phone calls provide useful purpose annoying may,joy,5
6168,feeling particularly lousy days might well try cheer saying yes,sadness,0
6169,like tbt feeling nostalgic,love,4
6170,really financial straits yet feel insecure,fear,2
6171,hate hate feeling shitty time,sadness,0
6172,already feel dull atmosphere really,sadness,0
6173,also feeling need relaxed practice today,joy,5
6174,mellow feeling particularly fond human race blame fertile people really knowing say think deal,love,4
6175,rid many bad habits fall back feel insecure vulnerable,fear,2
6176,id start feeling resentful lived part country sun stubbornly refuses show end september,anger,1
6177,ive feeling weirdly superior knowledge book roundabouts,joy,5
6178,feel skeptical,fear,2
6179,seem managed start week little bit hangover annoyingly sitting feeling groggy day,sadness,0
6180,feel change timid speak except underground murmurs,fear,2
6181,feeling like shocked rat skinner box experiment,surprise,3
6182,feel little disheartened,sadness,0
6183,feel vaguely remorseful,sadness,0
6184,feel blessed found wonderful friend,joy,5
6185,im feeling stressed tired flight really dont want get another one,sadness,0
6186,feel hesitant share something know experienced personally offer hope amp eternal life,fear,2
6187,feel insulted woman,anger,1
6188,want seduce buying without feeling liked youve conned connived,love,4
6189,also feeling pretty low fired four days christmas,sadness,0
6190,im guessing everyone standing feeling timid moving crowd,fear,2
6191,make make pm make night feel triumphant beaten,joy,5
6192,know stresses past week sensory overload oh sleeping well contributing stoic type feel however rather jolly feel like icky mood,joy,5
6193,feel like supporting literature cited section scarce also badly presented,love,4
6194,feeling emotionally drained,sadness,0
6195,feel like legality marriage tatters thanks hateful lies messaging prop campaign,anger,1
6196,reach feeling uncertain needing support slap upside head know provide,fear,2
6197,feel ignored feel boredom like little sword straight chest straight chest chest chest straight chest straight chest chest chest straight chest straight,sadness,0
6198,wondered would feel bit lost got end programme time looking forward running music setting goals,sadness,0
6199,hurt feel suspicious definitely get angry,fear,2
6200,also feel respected briton germans,joy,5
6201,feel listless time nowadays,sadness,0
6202,feel physically beaten difficult think anything else right,sadness,0
6203,ive always feeling restless dissatisfied relationship,fear,2
6204,follower friendly blog feel free leave comment know visited,joy,5
6205,cant help way feel around family like pairs eyes boring back observing time,sadness,0
6206,im sure even bothered open website let alone feature expected left feeling boring poor,sadness,0
6207,im feeling need cute little monogrammed one green mommy,joy,5
6208,feeling discouraged,sadness,0
6209,also started taking b works charm lashes getting longer thicker feel dont need coat much mascara wear fake lashes much yay,sadness,0
6210,feeling bitchy cross whatever,anger,1
6211,ive feeling needy lately,sadness,0
6212,miss feeling useful able think something professional close dubbed,joy,5
6213,began feel bitter towards,anger,1
6214,reporting dear soul energies feel strange today wondered somethings,fear,2
6215,feel little hopeless sometimes,sadness,0
6216,feel like living without apendages vital organs,joy,5
6217,feel rotten mad whole situation could thrown temper tantrum,sadness,0
6218,im feeling virtuous ill make rich tea hobnob money calories object k,joy,5
6219,keep going back people douche canoes need feel superior need ego boost need someone look upon,joy,5
6220,feel intimidated girls acne getting rid pimples,fear,2
6221,feel like karen far greedy pushy demanding fronts,anger,1
6222,feel branding college way popular back high school,joy,5
6223,admire makes feel amazed life,surprise,3
6224,really thought liked feeling actuality hated personality,anger,1
6225,ill feel let things empty space,sadness,0
6226,ive really laid back bohemian feeling style thought items would perfect beachy california trip,joy,5
6227,ive feeling little frantic recently summer together flying quickly,fear,2
6228,feel isolated since started working,sadness,0
6229,liked talking someone butterfly like feeling get someone sweet felt nice noticed,love,4
6230,think safe say learning experience one another honestly nothing positive feelings fond memories,love,4
6231,trying think anywhere else ive made feel awful awful awful,sadness,0
6232,remember feeling amazed little person child new brother,surprise,3
6233,feel like haiku pleasant note end,joy,5
6234,feeling strange frankly bad sad,fear,2
6235,feel need little break however like something lovely quiet,love,4
6236,feel sooo bitchy made devin,anger,1
6237,remember feel especially impressed start fresh new remove clutter,surprise,3
6238,think theres nothing inherently wrong feeling homesick,sadness,0
6239,feel like people think im selfish gender makes sense,anger,1
6240,feel bitchy guess,anger,1
6241,feel utterly content everything previously unknown place rekindled desire see world,joy,5
6242,think two ways looking life feel convinced sensible see lease rather gift,joy,5
6243,travel feel like men expect neurotic superficial easy sometimes true,fear,2
6244,feel moderately handsome minute soon go ill look like twat,joy,5
6245,feel michael jackson talented artist since day one collaborative works given artistry ne yo would conducive comeback,joy,5
6246,idea giving vibe feel like pretty dangerous vibe giving willy nilly,anger,1
6247,feel sad see son uhuru persecuted men ill woman martha karua carrying bags,sadness,0
6248,allowed feel guilty neglecting work due part want,sadness,0
6249,first started feeling confident behind wheel,joy,5
6250,talk essay people feel differently poetry angry sad,anger,1
6251,feel awkward talking book begin,sadness,0
6252,feel thrilled feel blessed feel honored light boss,joy,5
6253,feel unfortunate companion differs,sadness,0
6254,saw post one girls facebook page said something effect im feelin horny,love,4
6255,also feel little selfish get excited hitting friends friends makes feel victorious choices,anger,1
6256,still feeling somewhat intimidated guess safe cautious fully aware ok,fear,2
6257,feel completely emotionally exhausted pretty much point cut ties every man know,sadness,0
6258,know hes upset ryan liked met even thought feelings sincere,joy,5
6259,think think really feel insecure,fear,2
6260,interest relationship person long term end goal mind little spats feel wronged really rather little consequence grand scheme things,anger,1
6261,arrived anchorage took hours spending time parents eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved,joy,5
6262,feel like appreciative im struggling,joy,5
6263,would liked go wasnt feeling think partly would someone thrilled around right,joy,5
6264,came close packing heading home wondered would home feel less awful,sadness,0
6265,mean get nice someone cares like relationship great thing feel wonderful im im looking life yet,joy,5
6266,feel belly perfect two butterflies class imagebox href http,joy,5
6267,im little tired writing things feel like solemn posts bit much home school family blog,joy,5
6268,get feeling needs feel accepted appreciated,joy,5
6269,wanted say something bad vibe feeling hostile didnt think good night,anger,1
6270,im working right im feeling lot optimistic pattern,joy,5
6271,hurtled first chapters desperate see good came away feeling disappointed,sadness,0
6272,sing swim feels like pleasant passing time song,joy,5
6273,feel like people cause pain go life without issue people burdened pain ones strong enough deal ones become depressed jaded,sadness,0
6274,feel captures peaceful serenity relaxing inviting pines lake,joy,5
6275,feel particularly damaged,sadness,0
6276,feel unpleasant pressure,sadness,0
6277,new jersey first drink consumed post prom party feel appropriately lame,sadness,0
6278,know feels suffer pain sorrow loneliness know mom suffering illness,sadness,0
6279,get past feeling friend walks life unsure feeling valued important enough,fear,2
6280,feel im irritated,anger,1
6281,lately feeling productive time home happy life general happy children husband,joy,5
6282,often feel like im drowning try come valuable content write engaging posts,joy,5
6283,swamp uncaring unfeeling fucked apathetic humanbeings wont pull heads asses long enough turn around look say see,anger,1
6284,pollution flower dew moisturising gel cream delicate luxurious feels lovely skin,love,4
6285,blush feel guilty asking something costly worldly,sadness,0
6286,know advance fine make plans change fall end knowing feeling restless angsty,fear,2
6287,feel deer supporting mice parade hope rel bookmark permalink,joy,5
6288,wasnt feeling got board really pleasant,joy,5
6289,feel like useful engine mother watched thomas understand,joy,5
6290,started feel apprehensive,fear,2
6291,stop labor made feel terrible,sadness,0
6292,really badly wear anything without causing spasms diarrhea eat mouthfuls feeling miserable,sadness,0
6293,torn situation happens lot supported feel like supporting,love,4
6294,happy past two months give much feel ungrateful admitting think need,sadness,0
6295,learned former boyfriend become engaged although glad found wanted,sadness,0
6296,feel grounded less fearful,fear,2
6297,would really like able help financially around house makes feel much useless cant,sadness,0
6298,im feeling pretty smart,joy,5
6299,im feeling pissed,anger,1
6300,ill admit feeling little paranoid wondering many others defriended,fear,2
6301,dont forget embrace dont feel pity feel proud,joy,5
6302,feel helpless hope somehow receiving dose drugs help get threw hard times,sadness,0
6303,hauled feel dumb got lock key paid man fee wait see frank black amp catholics devils workshop released simultaneously black letter days initially felt better two,sadness,0
6304,feel like im selfish,anger,1
6305,im feeling optimistic find wanting ride,joy,5
6306,feel totally confident could get job google,joy,5
6307,wish things feel strange place,fear,2
6308,go school feeling miserable end laughing reason weird,sadness,0
6309,dont want make bad impression new co workers job lab simply feel insecure agitated time,fear,2
6310,stop thinking feel paranoid like judging know probably feel way,fear,2
6311,feel deeply disappointed,sadness,0
6312,feeling irritated supposed guy wasting valuable time talking lady,anger,1
6313,feel like almost vital find answers href http quilting,joy,5
6314,want feel angry right feel way,anger,1
6315,feel bit shaken though,fear,2
6316,feel vulnerable touch heart making choices better family less worried pleasing everyone else,fear,2
6317,would feel better,joy,5
6318,feel overly blessed life,joy,5
6319,im looking pictures feeling creative tingle blood makes feel like home,joy,5
6320,feel like snob bit skeptical start idea kenny werner neither thomas musician gave book,fear,2
6321,guess meant assume photos words way convey really feels unless feels khi bi au th bi th ng ng b au rephrase bit gloomy context unless hurt never sympathy hurt ones,sadness,0
6322,feel like proud new mom picture taking heidi,joy,5
6323,havent felt like posting long time feel sociable,joy,5
6324,feel incredibly slacking mrs greedy guts still desperate search unspoilt base career ladder,anger,1
6325,feel bad lot people know watching documentaries people drugs trying fill void something hurt past trying fill drug makes feel temporary happiness,sadness,0
6326,feel think determined href http usarious,joy,5
6327,feel remorseful leaving food behind make effort eat least half stuffing fruits parlor eating hamburger steak,sadness,0
6328,feel surprised looked new,surprise,3
6329,wanted women feel envious figure say oooh youd never guess youd baby,anger,1
6330,woke feeling ok weird feeling run today,joy,5
6331,im feeling anxious im really trying project exact opposite,fear,2
6332,feel cold mostly arms torso,anger,1
6333,feel drained looking date real last entry,sadness,0
6334,feeling shall go mad,anger,1
6335,found people raising issue yet come across officials addressing feeling helpless,fear,2
6336,feel rather listless dull today slightly head achy good chances blahness throughout day,sadness,0
6337,feel often roll beloved new york little done many start write race colour religion sexual preference gender identity readers say hey mia confused,love,4
6338,luckily think anyone know time help feeling bit shaken,fear,2
6339,feeling emotional something positive otherwise,sadness,0
6340,think beaches favorite places although get feeling would quite fond desert also,love,4
6341,mean lot love give feel giving loving,love,4
6342,feel petrified future,fear,2
6343,im car roommate family feel like im rude call dad dad give directions keeps asking needs bring,anger,1
6344,feel fantastic refreshed rejuvenated woken restful hour nap,joy,5
6345,fared pretty well feeling quite pleased journey went well,joy,5
6346,went crazy non stop dancing rouge live band good feeling troubled wanted dance problems away,sadness,0
6347,didnt like former fob felt joy received telegram offering new one though better waiting,joy,5
6348,remember couple years ago feeling romantic dreamy asked wonder celebrate th anniversary,love,4
6349,could feel tears welling eyes felt disappointed lack fitness ability keep annoyance letting get,sadness,0
6350,bought stuff guardian contests feeling bit top grabbed indiscriminately caring well,love,4
6351,dont want put much pressure feel like could make amazing year ever,surprise,3
6352,always flashback talking feeling burdened appearing radio show alone lee jaeryong jungeuns good morning,sadness,0
6353,feel annoyed girl,anger,1
6354,feel scratches way feel wrinkles fond regard evidence life well lived,love,4
6355,mean feel festive youre wearing great big snow man chest,joy,5
6356,feel completely isolated world thinking one like,sadness,0
6357,feeling relatively indecisive hungry walked past barbeque place,fear,2
6358,care care people disabilities targeted sensationalist media reports well time feel sorrow parents family members community newtown connecticut stunned events today,surprise,3
6359,hard time feeling joyful morning morning gifts,joy,5
6360,feel dull worry,sadness,0
6361,im still feeling christmas loving polyvore boards start advent,love,4
6362,could quote recent poll showing young american muslim men feel suicide bombings acceptable defense islam apparently things like dont kill universally shared moral values,joy,5
6363,feel humiliated person phoned,sadness,0
6364,put weight leg bent like get car feel dull pain knee,sadness,0
6365,im feeling pleased glad people like thaliad want celebrate,joy,5
6366,would feel environmentally friendly sold,joy,5
6367,im feeling hesitant wanting buy another house,fear,2
6368,feel eyes hateful eyes side glass belong family members beautiful victims,anger,1
6369,feel like lex convinced youre something youre martha said eyes getting misty,joy,5
6370,witness feel helpless change take arms heart pen write,sadness,0
6371,feel super exciting sensory bombardment,joy,5
6372,really notcied mental clarity like im finally beginning wake years foggy brain feeling lethargic,sadness,0
6373,im feeling wildly supportive swallow tension every single five year old know knows letters knows backward,love,4
6374,set make copycat version saturday feel pretty successful,joy,5
6375,sit tonight feel anxious,fear,2
6376,feel im miserable try things,sadness,0
6377,move stop staring ladies feel good feel bad,joy,5
6378,feel idiotic sifting personals sites nerve,sadness,0
6379,im starting feel think dont want continue pray anymore making feel hopeless,sadness,0
6380,also feeling completely overwhelmed incredibly unappreciated,surprise,3
6381,honest feel little strange company greatness,surprise,3
6382,suppose partly fault forgetting earplugs still really frustrating feel like permanently damaged apparent reason,sadness,0
6383,feel defeated extremely agitated well frustrated beyond words,sadness,0
6384,feel like already read every clever profile seen every picture importantly gone first date every guy okc eharmony match etc,joy,5
6385,normally would call meaningless stupid guess im feeling little bit adventurous,joy,5
6386,feel spiteful toward,anger,1
6387,make someone feel unwelcome rrreeaallyy fast without saying word,sadness,0
6388,feeling discouraged disgruntled href http tracifishbowl,sadness,0
6389,feel rude ask,anger,1
6390,keep ian really feel shitty wish could date ian,sadness,0
6391,continue feel nervous inside long talk sensibly even one time around someone wrong feelings many levels clue,fear,2
6392,im going honest feel distraught,fear,2
6393,feel energy divine flame,joy,5
6394,feel thrilled matter days,joy,5
6395,feel disturbed world saw camera eyes,sadness,0
6396,like watch people horrible things outraged feel superior,joy,5
6397,feel little awkward im going share poem,sadness,0
6398,feel hated parents,anger,1
6399,im feeling groggy bad skin day,sadness,0
6400,feel presence beloved,love,4
6401,never feel bad spending money people spend,sadness,0
6402,would spend hours prepping meeting supervisor feeling convinced nailed,joy,5
6403,im sick dependent even partially someone makes feel unwelcome,sadness,0
6404,still feel jealous friends moms talk politely,anger,1
6405,shook walked expansive beijing capital international airport feeling utterly un amused prospect international transfer china,joy,5
6406,terrified revelation feelings would drive away though reassured,joy,5
6407,know gut feeling really bothered said,anger,1
6408,feel glad,joy,5
6409,im place right feel safe peaceful,joy,5
6410,feel dangerous people dismissing disconnects considering trials equal physical hardships revered pioneers,anger,1
6411,agree looks gorgeous feels amazing worn town one time new years eve,joy,5
6412,used share feeling thought lovely roomates shermin joey,love,4
6413,surmise made sick one many times take sitcom runs come around feeling dissatisfied stationary life without much forward motion,anger,1
6414,feel acceptable solution replace brush rightful mac predecessor,joy,5
6415,feel like rude,anger,1
6416,feel like life become rather dull lacks excitement feel next year different,sadness,0
6417,bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequences never expected,fear,2
6418,think im allowing feel way im heartbroken,sadness,0
6419,know whos interested renaissance baroque art relate jamie like feels tender towards everything thinks inanimate objects feelings,love,4
6420,wanted write feel purged repressed feelings,sadness,0
6421,got nervous feeling timid shy talking like weve known whole lives,fear,2
6422,feel hadnt appeared nowhere distracted would noticed light change none would happened,anger,1
6423,ive realized last months generally tend feel tremendously dissatisfied sex,anger,1
6424,feel rather pissed,anger,1
6425,tied thoughts class life cant perform feel ashamed afraid,sadness,0
6426,feeling ok would fun drive dunstable stand field hour watching people try drive preposterous motors grass slopes thats trialling,joy,5
6427,mean beginning marks end one best months year im left feeling exhausted,sadness,0
6428,feel carefree never think crap going life,joy,5
6429,feel everyone entitiled opinion opinion respected,joy,5
6430,got contact lenses day trying get used feel like face looks really weird without glasses strange see distance,surprise,3
6431,feel like doomed spend rest life customer service,sadness,0
6432,still feeling ya feeling loving,love,4
6433,find cant much used without feeling exhausted,sadness,0
6434,feel optimistic everything moment,joy,5
6435,said im pages book feels tortured really feel pain characters,fear,2
6436,ive feeling like cant put lot hes caring anyway,love,4
6437,well feeling bit cabin fever unwisely convinced spooky take matin e screening scott stewarts legion,joy,5
6438,like pray decade whenever im feeling stressed scared,anger,1
6439,waking nearly enough sleep feeling dazed,surprise,3
6440,im referring comment pattern right feeling divine really since probably born set dpns hands,joy,5
6441,kept thinking awesome would feel afterwards remembering amazing felt emotional spin class previous night,surprise,3
6442,feel vicious sleepy,anger,1
6443,feel like ass saying since sweet sister gone quite possibly worst year life time,joy,5
6444,feel damaged witnessing,sadness,0
6445,say feel like im hated,anger,1
6446,happily married man shows wedding ring swear hitting feel sweet energy like know dont know right,joy,5
6447,took day unusual almost feel naughty,love,4
6448,done couple years feel like place hated wish could,anger,1
6449,hope feeling festive keeping warm,joy,5
6450,never want rude even feel someone rude even want feel like need like crush offender thoroughly left tears front everyone sensitive,anger,1
6451,feel repressed emotions surfacing im glad solace seek writing,sadness,0
6452,feeling like energy loving every minute,love,4
6453,feel stupid diamond richie mix,sadness,0
6454,love taylor swift many inspiring song song always represent feel damn gorgeous nice fans,joy,5
6455,pretty tired feeling little homesick mood mingle,sadness,0
6456,im great complaining modern society geared toward making people feel inadequate,sadness,0
6457,still feeling pretty lousy allergy induced stupor last night really feeling wildstar interacting human beings,sadness,0
6458,feel even bothered bothered boy probably even thinking,anger,1
6459,hate selfish got ta admit feel depressed,sadness,0
6460,truly empathize feelings failure discontent would challenge focus energy order gear next cycle,sadness,0
6461,feel comfortable trying say,joy,5
6462,im turned easy yummy made feel clever able make sandwiches soup leftovers like mum,joy,5
6463,awesome workouts feeling amazing,joy,5
6464,wanted feel like could depend put ur care dare say tender hands things hold dear u like winter never seen lands became cold,love,4
6465,even think type person could feel homesick,sadness,0
6466,grabbed collar pulled passionate tonguey kiss feeling long member slide waiting ass cheeks pulsed frantic bud clit,fear,2
6467,knew feeling ignored,sadness,0
6468,feel place posting since feel hesitant join aa full force could use insight people inside,fear,2
6469,feel isolated stay home mum shonas story notes athe negative feel isolated stay home mum,sadness,0
6470,diabetes clinical depression put right record abstinence alcohol eight years feel calm listened specialists,joy,5
6471,really feel cute wear,joy,5
6472,feel neglectful lot responding comments,sadness,0
6473,feeling pretty sad looks like wont able plant tomato garden year,sadness,0
6474,im sitting couch thinking miserable feel indulging much delicious food,joy,5
6475,feel idiotic letting call us best friends,sadness,0
6476,feel much alarmed prospect seeing general jackson president,fear,2
6477,either feel like crap day try make rest day exhausted,sadness,0
6478,feeling thankful relieved,joy,5
6479,feeling quite anxious,fear,2
6480,feel really shy feelings talked felt happened trip really nervous appreciate effort say way,fear,2
6481,feel slightly weepy milestone lot happy,sadness,0
6482,seem remember feeling contented,joy,5
6483,ive basically cold calling companies little success ive feeling depressed getting discouraged,sadness,0
6484,fucking sick funny head feels like going explode sinuses aching stomach feeling sloshy im sure thats good,sadness,0
6485,ive resting feeling generally unpleasant queasy frustrating background way dont feel right cant place exact cause,sadness,0
6486,feeling jealous remind story keeps path better living,anger,1
6487,feel honoured allowed write story,joy,5
6488,achieved deepening realization need plan ahead feel satisfied avoid making silly food choices,joy,5
6489,ive ass handed murt im starting feel fucked little,anger,1
6490,feel extremely discontent right,sadness,0
6491,realized total idiot forgot clarinet choir making feel even idiotic stupid already,sadness,0
6492,ive feeling homesick several months probably since christmas,sadness,0
6493,stropped bit feeling grumpy missing,anger,1
6494,never happy things feel ungrateful,sadness,0
6495,wan na know feel pretty every guys love,joy,5
6496,feel completely inadequate unable express words,sadness,0
6497,like shirt achieve instill sense making customer feel valued person comments sincere,joy,5
6498,disinterested read leave feeling inadequate,sadness,0
6499,feel like treasured prize,love,4
6500,kept staring quivering flower feeling like violent flower time lapse photography flower shivering vigorous growth accelerated flickering sun racing sky heralding end relationship even started,anger,1
6501,feel devastated young man,sadness,0
6502,thought lot weekend watched fault stars two kids cancer made feel really weird anxious,surprise,3
6503,really feel beaten us breastfeed,sadness,0
6504,feeling fairly contented,joy,5
6505,guess sometimes arent aware true feelings playful kiss exposes,joy,5
6506,ive long road initially feeling like rude turning food made brought sometimes eating stuff gluten free looked delicious even maybe wasnt felt good eating really mediocre wedding cake example,anger,1
6507,sitting typing wondering belong feeling distracted feeling comfortable feeling misunderstood hurt,anger,1
6508,feel burdened expectations,sadness,0
6509,still feeling weird day,fear,2
6510,im feeling indecisive,fear,2
6511,probably saddled guilt feeling like things instead pissing highly unimportant things,sadness,0
6512,feel bad calling mere book story six individual stories nestled together,sadness,0
6513,also given several shiny presents friends really rather cool actually prefer late birthday presents early ones extends period feeling beloved significant segments sundry unexpected,joy,5
6514,feeling nostalgic anything,love,4
6515,might able recreate feeling get back cold fog awaits tomorrow night,anger,1
6516,spend energy making world live better place everything power kick people feel superior others dont challenges,joy,5
6517,feel faithful point,joy,5
6518,feel reminder im taking care something precious need treat better,joy,5
6519,really felt quite good safe baby home although always risks still feel blessed everything turned,love,4
6520,feel like trust faithful blogstalkers,love,4
6521,battling desire move away wanting rude seriously feeling disturbed nearness,sadness,0
6522,feel like despised,anger,1
6523,feel like gaining strength quickly could probably start ease back running pretty much scared silly,fear,2
6524,think lunch sounds datey coffee feels casual,joy,5
6525,feeling little overwhelmed ive given amazing tools met wonderfully creative fun crazy people reminded voice silent long,surprise,3
6526,would taken something feels weird going foreign country taking pictures places things people probably consider commonplace,fear,2
6527,gave honest opinion revis told reporters jets locker room adding feel people let slide says smart remarks certain things,joy,5
6528,feeling im going get unpleasant comment anyway,sadness,0
6529,always dance contests went great feeling everybody watch know entertained,joy,5
6530,feel weight single dom pulling like dangerous rip tide relentlessly surrounding every inch body,anger,1
6531,feel fucked,anger,1
6532,woke morning feeling alittle disappointed logged onto href http calvaryccv,sadness,0
6533,feel rather stressed preparations prom night,anger,1
6534,feel anger love failure totally dont get mothering friends grief loss captivity wonder awe ignored,sadness,0
6535,even sure formulate thoughts since put feeling slightly overwhelmed,fear,2
6536,look normal even feel terrible really hard hear someone say oh look good,sadness,0
6537,feel suffering reflects fraction suffering,sadness,0
6538,help feel troubled,sadness,0
6539,feel beloved nakahara mai would voice nicely,love,4
6540,mightily nervous given crashed burned point last time still remember feeling shocked hard found x second runs,surprise,3
6541,wasnt sure companies would hiring time year feeling hopeful,joy,5
6542,remember child feeling totally scandalized outraged found girls didnt play nfl,anger,1
6543,im feeling fantastic havent actually taken time rest,joy,5
6544,read peoples posts moments feel id give left fingernail left fingernail precious one polish perfectly,joy,5
6545,really feel like much maybe something gentle,love,4
6546,feel angry im happy,anger,1
6547,feel like witnessing birth really amazing dm,joy,5
6548,feel like kind melancholy post talk anti love fears,sadness,0
6549,death grandmother,sadness,0
6550,seem feeling little less anxious week sure wish could check every week doctor instead scheduled,fear,2
6551,feeling need gorgeous envy,joy,5
6552,feeling confused life want know life,fear,2
6553,keep coming back feels awfully selfish feel low negative many far worse positions,anger,1
6554,think feeling fro trusting god sometimes apathy,joy,5
6555,woke today feeling pissed,anger,1
6556,wanted feel greedy,anger,1
6557,feel team pretty dangerous playoffs york left wing ruslan fedotenko notes said,anger,1
6558,im feeling blessed live state beautiful sights like virginia,joy,5
6559,concentrated smell started feeling knew nostalgic aroma grand mother home back bhubaneswar orissa,love,4
6560,personally feel massively talented actor chris evans captain america,joy,5
6561,guess makes feel appreciative able live life,joy,5
6562,tend stop breathing feeling stressed,anger,1
6563,seriously considered pulling offer feeling rushed quickly,anger,1
6564,feel empty inside like light drained,sadness,0
6565,feel weird perfect day worry free lazy junk food video games,fear,2
6566,im feeling less thrilled go back second choice donor mr,joy,5
6567,wanted feel frightened anymore,fear,2
6568,looked son run rubbish dad step shocking arms smiled seasons best though said feeling tad foolish still two jumps left ground swallow,sadness,0
6569,feel cdm flac custodes title alibi much feel cdm flac custodes download super speed resume support premium account img src http,joy,5
6570,feel tortured allowed enjoy food way friend,anger,1
6571,feeling proud philippines ought called emerging asian tiger prime minister canada describe economy philippines definitely rising,joy,5
6572,somehow feel distraught hopeless,fear,2
6573,feeling grouchy everything past weeks yesterday happy day,anger,1
6574,love raising money variety makes proud think oh gosh year old raised dollars wow feel like people want help also get cute dress back closet,joy,5
6575,feel really heartbroken,sadness,0
6576,dwelling current state life unsure place life going feeling bit bitter god,anger,1
6577,feel losing steam friends help time pass pleasant ways,joy,5
6578,listen feel dissatisfied,anger,1
6579,struggle church feeling useful ward,joy,5
6580,struggling find common ground feeling deprived managing stress activity living healthy lifestyle,sadness,0
6581,lying feeling maybe loved spending time fellow thought enjoyed time equally maybe ends justified means,love,4
6582,feeling fine november pat bertram href http ptbertram,joy,5
6583,tell pretty hundred times mean feel pretty,joy,5
6584,dunno word im even looking guess im exactly feel im selfish know,anger,1
6585,feel unfortunate end year old hate father unless ceases use daughter pawn impress women still young enough realize really going,sadness,0
6586,blogging told countless ways feel loved blessed people call friends,love,4
6587,believe even though time feel hospitalized pretty sure good thing,joy,5
6588,feel envious keep posts regular interesting wish could feel way,anger,1
6589,feel strong sense relief,joy,5
6590,feel still forgive called pervert hey im sorry totally life,sadness,0
6591,feel like losing confidence feel calm,joy,5
6592,feeling abnormally wimpy staked bird feeder,fear,2
6593,could checked back feel like got greedy took shot endzone throw right ball wanted throw got picked,anger,1
6594,think sexy also make feel confident teeny tiny itsy bitsy bottoms seem vogue,joy,5
6595,got good feedback summary uganda still feel though missed lot things wanted say hope ill able come back later,sadness,0
6596,feel privileged read stories received enjoyed crafting piece believe justice new zealand women screenwriters write feature films,joy,5
6597,ever wanted make happy made feel stupid,sadness,0
6598,younger could think move country feel accepted belong,joy,5
6599,know feel dismayed least sheepish one friends basically believes eating disorder actually emotional response statement one genuine surprise pleasure someone noticed remembered something,sadness,0
6600,feel like im getting admit stunned realized list entire laundry list impossible pie sky dreams,surprise,3
6601,im feeling productive brave,joy,5
6602,feel people encounter day rude mean reason,anger,1
6603,fix anticipating feeling humiliated see workmates friends,sadness,0
6604,always feel afraid telling people dont want see differently self image poor dont want transcribe onto,fear,2
6605,im accused feeling superior characters usually people feel superior others,joy,5
6606,feel bring coming savage wax doll clouds blown across tak feeling bare feet moving fast brought love time yet made,anger,1
6607,got sick feeling stomach blog post cute laundry room dryers going,joy,5
6608,see december month happiness counting days christmas feel like season jolly anymore,joy,5
6609,must admit feeling popular wonderful feeling,joy,5
6610,know feel sorry feel like,sadness,0
6611,feel effect backfires changes distracting solondz talented enough gain sympathy sans gimmicks,joy,5
6612,feel bit discouraged,sadness,0
6613,feeling resentful enough want write means need work look getting hackles raised others judge,anger,1
6614,feel thoroughly unwelcome school individual people clearly deeply moved work choices,sadness,0
6615,hope one day escape tia place feel held back inhibited reaching potential isnt decide pray,sadness,0
6616,hope consider coming shell let everyone around feel gorgeous personality,joy,5
6617,im marketer couldnt bothered investigate makes feel consumers probably cant bothered either,anger,1
6618,also feel like keeping intentionally stupid behind slow past ive known keeping gaga would require getting light speed transforms artist im ready hold nothing back,sadness,0
6619,feel unfortunate last couple days even discovered seventy times seven even existed hearing twosongs together brought somewhat closure certain part musical life,sadness,0
6620,feeling adventurous get little better aiming direction drips want try make something like,joy,5
6621,still feeling positive effects visit therapist feel confident abilities connections psychologists necessary dr,joy,5
6622,im feeling bit less anxious im actually starting look forward challenge big event,fear,2
6623,stopped challenging always make feel superior like magic whole fighting stopped,joy,5
6624,feel emotion deeply saddened stunned matter,surprise,3
6625,sure pleasure living open air sky roof ground table part feeling savage returning wild native habits,anger,1
6626,need express feeling badly ignore offended,anger,1
6627,feel useful even adding two cents,joy,5
6628,didnt even realise control feeling lately week calm gain much needed perspective,joy,5
6629,wont go anxieties feeling neurotic,fear,2
6630,im honest say part feels tortured though part system function life one allows order manipulate people way lined positioned serve prupose need,fear,2
6631,feel entertained arrive park,joy,5
6632,ill still need chemo least feel relatively reassured prospects,joy,5
6633,feel skeptical looks eye rolls say need bigger house dinks double income kids prettymuch awesome acronym ever,fear,2
6634,feel hated feel like dont belong feel want die,anger,1
6635,im feeling obnoxious anymore,anger,1
6636,feel venting notebook amazing,joy,5
6637,im choosing feel bad stop absolutely ludicrous,sadness,0
6638,function best lot plate feel uncomfortable life nothing,fear,2
6639,im sure could tell werent feeling adventurous antipasti found mozzarella proscuito pretty good,joy,5
6640,feel like much could community loving children excel,love,4
6641,feel frightened kind raw way,fear,2
6642,luxury expressing feelings without fear getting beaten scolded,sadness,0
6643,defensive feel threatened,fear,2
6644,alone cottage often stay woken rustling sound middle night,fear,2
6645,accidentally feel mood jumped blogspot surprised views lol,surprise,3
